Date,CPI_MoM
01/11/1930,-0.0060606060606061465
01/12/1930,-0.018292682926829097
01/01/1931,-0.01242236024844727
01/02/1931,-0.012578616352201324
01/03/1931,-0.0063694267515923345
01/04/1931,-0.0064102564102563875
01/05/1931,-0.012903225806451568
01/06/1931,-0.013071895424836671
01/07/1931,0.0
01/08/1931,0.0
01/09/1931,-0.006622516556291367
01/10/1931,-0.006666666666666643
01/11/1931,-0.01342281879194638
01/12/1931,-0.0068027210884353505
01/01/1932,-0.020547945205479378
01/02/1932,-0.01398601398601406
01/03/1932,-0.007092198581560258
01/04/1932,-0.0071428571428571175
01/05/1932,-0.01438848920863317
01/06/1932,-0.007299270072992675
01/07/1932,0.0
01/08/1932,-0.007352941176470562
01/09/1932,-0.007407407407407381
01/10/1932,-0.007462686567164152
01/11/1932,-0.007518796992481309
01/12/1932,-0.007575757575757549
01/01/1933,-0.01526717557251903
01/02/1933,-0.015503875968992331
01/03/1933,-0.007874015748031468
01/04/1933,0.0
01/05/1933,0.0
01/06/1933,0.007936507936507908
01/07/1933,0.03149606299212601
01/08/1933,0.007633587786259515
01/09/1933,0.0
01/10/1933,0.0
01/11/1933,0.0
01/12/1933,0.0
01/01/1934,0.0
01/02/1934,0.0075757575757576835
01/03/1934,0.0
01/04/1934,0.0
01/05/1934,0.0
01/06/1934,0.007518796992481176
01/07/1934,0.0
01/08/1934,0.0
01/09/1934,0.014925373134328304
01/10/1934,-0.007352941176470562
01/11/1934,0.0
01/12/1934,-0.007407407407407381
01/01/1935,0.014925373134328304
01/02/1935,0.007352941176470562
01/03/1935,0.0
01/04/1935,0.007299270072992805
01/05/1935,0.0
01/06/1935,-0.007246376811594305
01/07/1935,0.0
01/08/1935,0.0
01/09/1935,0.0
01/10/1935,0.0
01/11/1935,0.007299270072992805
01/12/1935,0.0
01/01/1936,0.0
01/02/1936,0.0
01/03/1936,-0.007246376811594305
01/04/1936,0.0
01/05/1936,0.0
01/06/1936,0.007299270072992805
01/07/1936,0.007246376811594177
01/08/1936,0.007194244604316521
01/09/1936,0.0
01/10/1936,0.0
01/11/1936,0.0
01/12/1936,0.0
01/01/1937,0.0071428571428571175
01/02/1937,0.0
01/03/1937,0.007092198581560258
01/04/1937,0.007042253521126861
01/05/1937,0.006993006993006968
01/06/1937,0.0
01/07/1937,0.00694444444444442
01/08/1937,0.0
01/09/1937,0.006896551724137907
01/10/1937,0.0
01/11/1937,-0.006849315068493127
01/12/1937,-0.006896551724137907
01/01/1938,-0.013888888888888963
01/02/1938,-0.007042253521126736
01/03/1938,0.0
01/04/1938,0.007092198581560258
01/05/1938,-0.007042253521126736
01/06/1938,0.0
01/07/1938,0.0
01/08/1938,0.0
01/09/1938,0.0
01/10/1938,-0.007092198581560258
01/11/1938,0.0
01/12/1938,0.0
01/01/1939,0.0
01/02/1939,-0.0071428571428571175
01/03/1939,0.0
01/04/1939,-0.007194244604316521
01/05/1939,0.0
01/06/1939,0.0
01/07/1939,0.0
01/08/1939,0.0
01/09/1939,0.021739130434782532
01/10/1939,-0.007092198581560258
01/11/1939,0.0
01/12/1939,0.0
01/01/1940,-0.0071428571428571175
01/02/1940,0.007194244604316521
01/03/1940,0.0
01/04/1940,0.0
01/05/1940,0.0
01/06/1940,0.0071428571428571175
01/07/1940,-0.007092198581560258
01/08/1940,0.0
01/09/1940,0.0
01/10/1940,0.0
01/11/1940,0.0
01/12/1940,0.0071428571428571175
01/01/1941,0.0
01/02/1941,0.0
01/03/1941,0.007092198581560258
01/04/1941,0.007042253521126861
01/05/1941,0.006993006993006968
01/06/1941,0.02083333333333326
01/07/1941,0.0
01/08/1941,0.01360544217687082
01/09/1941,0.01342281879194626
01/10/1941,0.013245033112582853
01/11/1941,0.006535947712418277
01/12/1941,0.0064935064935064705
01/01/1942,0.012903225806451568
01/02/1942,0.006369426751592447
01/03/1942,0.01265822784810122
01/04/1942,0.006250000000000089
01/05/1942,0.012422360248447159
01/06/1942,0.0
01/07/1942,0.006134969325153243
01/08/1942,0.006097560975609843
01/09/1942,0.0
01/10/1942,0.012121212121212078
01/11/1942,0.005988023952095894
01/12/1942,0.005952380952380825
01/01/1943,0.0
01/02/1943,0.0
01/03/1943,0.01775147928994087
01/04/1943,0.011627906976744146
01/05/1943,0.0057471264367816915
01/06/1943,0.0
01/07/1943,-0.005714285714285796
01/08/1943,-0.005747126436781487
01/09/1943,0.005780346820809125
01/10/1943,0.0
01/11/1943,0.0
01/12/1943,0.0
01/01/1944,0.0
01/02/1944,0.0
01/03/1944,0.0
01/04/1944,0.0057471264367816915
01/05/1944,0.0
01/06/1944,0.005714285714285796
01/07/1944,0.0056818181818180605
01/08/1944,0.0
01/09/1944,0.0
01/10/1944,0.0
01/11/1944,0.0
01/12/1944,0.005649717514124374
01/01/1945,0.0
01/02/1945,0.0
01/03/1945,0.0
01/04/1945,0.0
01/05/1945,0.005617977528089768
01/06/1945,0.01117318435754206
01/07/1945,0.0
01/08/1945,0.0
01/09/1945,0.0
01/10/1945,0.0
01/11/1945,0.0
01/12/1945,0.0055248618784529205
01/01/1946,0.0
01/02/1946,-0.005494505494505378
01/03/1946,0.011049723756906037
01/04/1946,0.005464480874316823
01/05/1946,0.00543478260869573
01/06/1946,0.010810810810810773
01/07/1946,0.05882352941176478
01/08/1946,0.02020202020202013
01/09/1946,0.009900990099009866
01/10/1946,0.01960784313725501
01/11/1946,0.024038461538461536
01/12/1946,0.009389671361502313
01/02/1947,0.006517690875232907
01/03/1947,0.01757631822386685
01/04/1947,0.0
01/05/1947,-0.002272727272727315
01/06/1947,0.005922551252847352
01/07/1947,0.006793478260869623
01/08/1947,0.007647323436797082
01/09/1947,0.01964285714285729
01/10/1947,0.0030647985989491477
01/11/1947,0.006547359231776406
01/12/1947,0.015177797051170838
01/01/1948,0.011533532678342562
01/02/1948,-0.000422297297297258
01/03/1948,-0.007182087029995898
01/04/1948,0.013617021276595809
01/05/1948,0.007976490344248521
01/06/1948,0.005830903790087438
01/07/1948,0.010351966873705988
01/08/1948,0.001229508196721296
01/09/1948,-0.002865329512893977
01/10/1948,-0.002052545155993512
01/11/1948,-0.006170300287947295
01/12/1948,-0.004552980132450313
01/01/1949,-0.001663201663201663
01/02/1949,-0.004164931278633932
01/03/1949,0.0
01/04/1949,0.00041823504809701496
01/05/1949,-0.000418060200668923
01/06/1949,0.00041823504809701496
01/07/1949,-0.009197324414715768
01/08/1949,0.0
01/09/1949,0.002109704641350296
01/10/1949,-0.003368421052631465
01/11/1949,0.0012674271229402559
01/12/1949,-0.0037974683544304
01/01/1950,-0.004235493434985082
01/02/1950,0.004253509145044631
01/03/1950,0.0012706480304955912
01/04/1950,0.00042301184433157703
01/05/1950,0.0050739957716703366
01/06/1950,0.00462768195204033
01/07/1950,0.007956448911222935
01/08/1950,0.00540091400083087
01/09/1950,0.005785123966942196
01/10/1950,0.006573541495480617
01/11/1950,0.0040816326530612726
01/12/1950,0.015447154471544655
01/01/1951,0.01601281024819845
01/02/1951,0.01773049645390068
01/03/1951,0.0019357336430507741
01/04/1951,0.001545595054095905
01/05/1951,0.002700617283950546
01/06/1951,-0.002308580223162715
01/07/1951,-0.000771307365985296
01/08/1951,-0.001929756850636899
01/09/1951,0.006573859242072766
01/10/1951,0.004994237418363356
01/11/1951,0.006116207951070374
01/12/1951,0.005699088145896702
01/01/1952,-0.000755572346052169
01/02/1952,-0.00151228733459352
01/03/1952,-0.000757288905717468
01/04/1952,0.0026525198938991412
01/05/1952,0.00037792894935750795
01/06/1952,0.0022667170381565067
01/07/1952,0.005653976630229929
01/08/1952,0.00037481259370330996
01/09/1952,-0.002248032971150282
01/10/1952,0.002253098009763476
01/11/1952,0.0
01/12/1952,0.0007493443237167601
01/01/1953,-0.0026207412953950238
01/02/1953,-0.001876876876876876
01/03/1953,0.00150432493418573
01/04/1953,0.002253098009763476
01/05/1953,0.000374672161858269
01/06/1953,0.00262172284644202
01/07/1953,0.0007471049682479241
01/08/1953,0.0022396416573349227
01/09/1953,0.0014897579143389181
01/10/1953,0.002231312755671233
01/11/1953,-0.003710575139146521
01/12/1953,0.000744878957169348
01/01/1954,0.002605135839225836
01/02/1954,0.001855976243503976
01/03/1954,-0.002223045572434134
01/04/1954,-0.0025993316004455642
01/05/1954,0.002606105733432562
01/06/1954,0.000371333085777969
01/07/1954,-0.002969561989606628
01/08/1954,-0.000372300819061699
01/09/1954,-0.0014897579143390292
01/10/1954,-0.003356956359567342
01/11/1954,0.0022455089820359038
01/12/1954,-0.000373412994772226
01/01/1955,0.0
01/02/1955,0.001867762420620033
01/03/1955,-0.001118568232662209
01/04/1955,0.0
01/05/1955,-0.000746547219111604
01/06/1955,-0.002241314904744107
01/07/1955,0.0018719580681392232
01/08/1955,-0.001494768310911887
01/09/1955,0.004865269461078014
01/10/1955,-0.001117318435754244
01/11/1955,0.002237136465324418
01/12/1955,-0.000372023809523724
01/01/1956,-0.001488649050986334
01/02/1956,0.001118151323145744
01/03/1956,0.001116902457185542
01/04/1956,0.0014875418371140812
01/05/1956,0.0037133308577794732
01/06/1956,0.00443951165371792
01/07/1956,0.0051565377532227785
01/08/1956,0.000732869182850759
01/09/1956,0.0014646649578908821
01/10/1956,0.005850091407678226
01/11/1956,0.0
01/12/1956,0.004362050163576825
01/01/1957,0.001447701773434673
01/02/1957,0.004698229129020514
01/03/1957,0.002158273381294817
01/04/1957,0.002512562814070307
01/05/1957,0.002506265664160345
01/06/1957,0.0039285714285715026
01/07/1957,0.002845962290999759
01/08/1957,0.0031926214969848488
01/09/1957,0.001414427157001352
01/10/1957,0.0
01/11/1957,0.0031779661016948513
01/12/1957,0.0021119324181626538
01/01/1958,0.005971197752019819
01/02/1958,0.002094972067039124
01/03/1958,0.005923344947735165
01/04/1958,0.002424662279182587
01/05/1958,0.0
01/06/1958,-0.001036627505183185
01/07/1958,-0.000691802144586639
01/08/1958,0.001730702665282191
01/09/1958,-0.001036627505183185
01/10/1958,0.0
01/11/1958,0.001383604289173279
01/12/1958,0.000690846286701241
01/01/1959,0.001380738695202055
01/02/1959,-0.000344708721130682
01/03/1959,-0.001034482758620725
01/04/1959,0.000345184673800513
01/05/1959,0.002070393374741241
01/06/1959,0.002410468319559155
01/07/1959,0.001374098248024813
01/08/1959,0.001029159519725597
01/09/1959,0.0023989033584648207
01/10/1959,0.0034188034188034062
01/11/1959,0.0
01/12/1959,0.002044293015332154
01/01/1960,-0.001360081604896312
01/02/1960,0.001361933946203652
01/03/1960,0.0
01/04/1960,0.004420265215912877
01/05/1960,0.001015572105619533
01/06/1960,0.001352722353736846
01/07/1960,-0.002026342451874274
01/08/1960,0.002030456852791795
01/09/1960,0.0
01/10/1960,0.004728132387706862
01/11/1960,0.001008403361344667
01/12/1960,0.001007387508394908
01/01/1961,0.001006373700100704
01/02/1961,0.0
01/03/1961,0.0
01/04/1961,-0.0010053619302949899
01/05/1961,0.001006373700100704
01/06/1961,0.0
01/07/1961,0.002680965147453085
01/08/1961,0.0006684491978610201
01/09/1961,0.0013360053440214508
01/10/1961,0.0
01/11/1961,0.0
01/12/1961,0.00100066711140756
01/01/1962,0.00099966677774077
01/02/1962,0.00233022636484681
01/03/1962,0.001992693457323113
01/04/1962,0.0013258203513424318
01/05/1962,0.000993048659384321
01/06/1962,-0.0009920634920633769
01/07/1962,0.000331016219794699
01/08/1962,0.001985440105890301
01/09/1962,0.004623513870541718
01/10/1962,-0.0013149243918475489
01/11/1962,0.0
01/12/1962,0.0
01/01/1963,0.00197498354180392
01/02/1963,0.001314060446780507
01/03/1963,0.000984251968503935
01/04/1963,-0.000983284169124965
01/05/1963,0.000984251968503935
01/06/1963,0.00327761389708292
01/07/1963,0.002613524991832872
01/08/1963,0.001955034213098727
01/09/1963,-0.000975609756097561
01/10/1963,0.0009765625
01/11/1963,0.000975609756097561
01/12/1963,0.003248862897985649
01/01/1964,0.001943005181347157
01/02/1964,-0.0009696186166774361
01/03/1964,0.0009705596894209461
01/04/1964,0.00032320620555914505
01/05/1964,0.0009693053311794481
01/06/1964,0.000968366688185895
01/07/1964,0.00032247662044504395
01/08/1964,0.0009671179883945499
01/09/1964,0.000966183574879098
01/10/1964,0.0012870012870014318
01/11/1964,0.002892030848329119
01/12/1964,0.001281640499839698
01/01/1965,0.0009600000000000709
01/02/1965,0.0
01/03/1965,0.000959079283887387
01/04/1965,0.002235707441711865
01/05/1965,0.003186743148502202
01/06/1965,0.004129606099110505
01/07/1965,-0.000949066751028238
01/08/1965,-0.000949968334388762
01/09/1965,0.00221870047543593
01/10/1965,0.000948766603415585
01/11/1965,0.003159557661927437
01/12/1965,0.003149606299212681
01/01/1966,0.0009419152276295411
01/02/1966,0.006273525721455453
01/03/1966,0.003117206982543585
01/04/1966,0.003107520198881275
01/05/1966,0.002168525402726162
01/06/1966,0.000927357032457498
01/07/1966,0.002161828289067413
01/08/1966,0.006163328197226425
01/09/1966,0.003062787136294043
01/10/1966,0.003053435114503955
01/11/1966,0.0009132420091324529
01/12/1966,0.001216545012165504
01/01/1967,-0.0006075334143378349
01/02/1967,0.003039513677811634
01/03/1967,0.0
01/04/1967,0.003030303030303161
01/05/1967,0.0
01/06/1967,0.0060422960725075026
01/07/1967,0.003003003003003046
01/08/1967,0.002994011976047872
01/09/1967,0.002985074626865813
01/10/1967,0.002976190476190465
01/11/1967,0.005934718100890191
01/12/1967,0.002949852507374784
01/01/1968,0.002941176470588225
01/02/1968,0.0029325513196480912
01/03/1968,0.002923976608186995
01/04/1968,0.00291545189504383
01/05/1968,0.0029069767441860512
01/06/1968,0.005797101449275477
01/07/1968,0.0057636887608067955
01/08/1968,0.002865329512893977
01/09/1968,0.002857142857142891
01/10/1968,0.005698005698005604
01/11/1968,0.0028328611898016383
01/12/1968,0.005649717514124353
01/01/1969,0.002808988764045006
01/02/1969,0.0028011204481790393
01/03/1969,0.008379888268156499
01/04/1969,0.005540166204986097
01/05/1969,0.002754820936639257
01/06/1969,0.005494505494505475
01/07/1969,0.005464480874316724
01/08/1969,0.0027173913043478932
01/09/1969,0.005420054200542035
01/10/1969,0.005390835579514697
01/11/1969,0.00536193029490617
01/12/1969,0.005333333333333412
01/01/1970,0.0053050397877982824
01/02/1970,0.005277044854881341
01/03/1970,0.005249343832020914
01/04/1970,0.005221932114882533
01/05/1970,0.002597402597402709
01/06/1970,0.005181347150258864
01/07/1970,0.002577319587628857
01/08/1970,0.002570694087403735
01/09/1970,0.00512820512820511
01/10/1970,0.005102040816326481
01/11/1970,0.005076142131979822
01/12/1970,0.005050505050504972
01/01/1971,0.002512562814070307
01/02/1971,0.0
01/03/1971,0.002506265664160345
01/04/1971,0.002499999999999946
01/05/1971,0.004987531172069737
01/06/1971,0.00496277915632759
01/07/1971,0.002469135802469102
01/08/1971,0.00246305418719217
01/09/1971,0.00245700245700231
01/10/1971,0.002450980392156854
01/11/1971,0.002444987775061191
01/12/1971,0.002439024390243904
01/01/1972,0.002433090024331008
01/02/1972,0.004854368932038833
01/03/1972,0.0
01/04/1972,0.002415458937198078
01/05/1972,0.002409638554216941
01/06/1972,0.002403846153846256
01/07/1972,0.002398081534771945
01/08/1972,0.002392344497607723
01/09/1972,0.004773269689737569
01/10/1972,0.0023752969121140217
01/11/1972,0.004739336492890933
01/12/1972,0.002358490566037874
01/01/1973,0.0047058823529413365
01/02/1973,0.007025761124121788
01/03/1973,0.00930232558139532
01/04/1973,0.00691244239631339
01/05/1973,0.004576659038901587
01/06/1973,0.006833712984054774
01/07/1973,0.0
01/08/1973,0.018099547511312156
01/09/1973,0.004444444444444473
01/10/1973,0.008849557522123908
01/11/1973,0.006578947368421018
01/12/1973,0.008714596949890963
01/01/1974,0.010799136069114423
01/02/1974,0.010683760683760646
01/03/1974,0.010570824524312794
01/04/1974,0.006276150627615218
01/05/1974,0.01039501039501034
01/06/1974,0.008230452674897082
01/07/1974,0.006122448979591688
01/08/1974,0.012170385395537496
01/09/1974,0.014028056112224574
01/10/1974,0.007905138339920903
01/11/1974,0.009803921568627416
01/12/1974,0.007766990291262044
01/01/1975,0.007707129094412402
01/02/1975,0.005736137667304186
01/03/1975,0.0038022813688212143
01/04/1975,0.003787878787878895
01/05/1975,0.001886792452830299
01/06/1975,0.007532956685499137
01/07/1975,0.009345794392523256
01/08/1975,0.003703703703703764
01/09/1975,0.007380073800737907
01/10/1975,0.005494505494505475
01/11/1975,0.007285974499089187
01/12/1975,0.005424954792043524
01/01/1976,0.003597122302158251
01/02/1976,0.001792114695340574
01/03/1976,0.0017889087656530738
01/04/1976,0.0017857142857142792
01/05/1976,0.005347593582887722
01/06/1976,0.005319148936170359
01/07/1976,0.005291005291005346
01/08/1976,0.0052631578947368585
01/09/1976,0.00523560209424101
01/10/1976,0.005208333333333259
01/11/1976,0.003454231433505983
01/12/1976,0.005163511187607606
01/01/1977,0.005136986301369939
01/02/1977,0.010221465076660996
01/03/1977,0.005059021922428464
01/04/1977,0.006711409395973034
01/05/1977,0.00333333333333341
01/06/1977,0.004983388704318914
01/07/1977,0.004958677685950263
01/08/1977,0.004934210526315929
01/09/1977,0.003273322422258529
01/10/1977,0.004893964110930016
01/11/1977,0.006493506493506551
01/12/1977,0.004838709677419395
01/01/1978,0.006420545746388617
01/02/1978,0.004784688995215225
01/03/1978,0.006349206349206327
01/04/1978,0.007886435331230235
01/05/1978,0.00938967136150226
01/06/1978,0.007751937984496138
01/07/1978,0.007692307692307665
01/08/1978,0.006106870229007688
01/09/1978,0.009104704097116834
01/10/1978,0.009022556390977376
01/11/1978,0.005961251862891315
01/12/1978,0.005925925925926112
01/01/1979,0.008836524300441795
01/02/1979,0.010218978102189746
01/03/1979,0.010115606936416333
01/04/1979,0.010014306151645114
01/05/1979,0.011331444759206999
01/06/1979,0.011204481792717047
01/07/1979,0.011080332409972192
01/08/1979,0.009589041095890538
01/09/1979,0.009497964721845388
01/10/1979,0.010752688172043
01/11/1979,0.010638297872340496
01/12/1979,0.011842105263157876
01/01/1980,0.014304291287386084
01/02/1980,0.012820512820512775
01/03/1980,0.013924050632911245
01/04/1980,0.00998751560549338
01/05/1980,0.009888751545117367
01/06/1980,0.009791921664626724
01/07/1980,0.001212121212121219
01/08/1980,0.007263922518159882
01/09/1980,0.008413461538461675
01/10/1980,0.00953516090584028
01/11/1980,0.010625737898465104
01/12/1980,0.009345794392523477
01/01/1981,0.0092592592592593
01/02/1981,0.00917431192660545
01/03/1981,0.006818181818181834
01/04/1981,0.0056433408577878375
01/05/1981,0.006734006734006925
01/06/1981,0.008918617614269708
01/07/1981,0.011049723756906049
01/08/1981,0.007650273224043769
01/09/1981,0.009761388286333885
01/10/1981,0.003222341568206444
01/11/1981,0.004282655246252487
01/12/1981,0.003198294243070387
01/01/1982,0.003188097768331621
01/02/1982,0.0031779661016948513
01/03/1982,0.0
01/04/1982,0.00316789862724387
01/05/1982,0.009473684210526299
01/06/1982,0.011470281543274119
01/07/1982,0.005154639175257714
01/08/1982,0.002051282051282132
01/09/1982,0.0
01/10/1982,0.004094165813715467
01/11/1982,-0.001019367991844988
01/12/1982,-0.003061224489795844
01/01/1983,0.002047082906857733
01/02/1983,0.001021450459652628
01/03/1983,0.0010204081632652071
01/04/1983,0.007135575942915473
01/05/1983,0.004048582995951566
01/06/1983,0.0020161290322580068
01/07/1983,0.004024144869215096
01/08/1983,0.0030060120240480433
01/09/1983,0.002997002997003006
01/10/1983,0.003984063745019917
01/11/1983,0.002976190476190465
01/12/1983,0.002967359050445317
01/01/1984,0.006903353057199135
01/02/1984,0.004897159647404558
01/03/1984,0.002923976608187217
01/04/1984,0.003887269193391551
01/05/1984,0.0019361084220717029
01/06/1984,0.001932367149758418
01/07/1984,0.0038572806171648373
01/08/1984,0.0028818443804035088
01/09/1984,0.002873563218390718
01/10/1984,0.0038204393505252288
01/11/1984,0.001902949571836343
01/12/1984,0.001899335232668608
01/01/1985,0.001895734597156417
01/02/1985,0.005676442762535316
01/03/1985,0.00470366886171214
01/04/1985,0.001872659176030078
01/05/1985,0.001869158878504695
01/06/1985,0.002798507462686617
01/07/1985,0.001860465116279019
01/08/1985,0.0018570102135562199
01/09/1985,0.001853568118628246
01/10/1985,0.003700277520814143
01/11/1985,0.004608294930875667
01/12/1985,0.004587155963302836
01/01/1986,0.003652968036529813
01/02/1986,-0.001819836214740688
01/03/1986,-0.005469462169553352
01/04/1986,-0.003666361136571927
01/05/1986,0.002759889604415866
01/06/1986,0.003669724770642313
01/07/1986,0.000914076782449591
01/08/1986,0.0009132420091324529
01/09/1986,0.003649635036496512
01/10/1986,0.001818181818181941
01/11/1986,0.001814882032667997
01/12/1986,0.003623188405797117
01/01/1987,0.005415162454873723
01/02/1987,0.003590664272890453
01/03/1987,0.003577817531305927
01/04/1987,0.004456327985739694
01/05/1987,0.002661934338952898
01/06/1987,0.004424778761061843
01/07/1987,0.002643171806167466
01/08/1987,0.004393673110720586
01/09/1987,0.003499562554680757
01/10/1987,0.0026155187445509043
01/11/1987,0.003478260869565375
01/12/1987,0.001733102253032914
01/01/1988,0.0034602076124568
01/02/1988,0.00172413793103443
01/03/1988,0.002581755593803692
01/04/1988,0.006008583690987113
01/05/1988,0.00255972696245732
01/06/1988,0.0042553191489360645
01/07/1988,0.004237288135593209
01/08/1988,0.0042194092827003695
01/09/1988,0.004201680672268892
01/10/1988,0.003347280334728086
01/11/1988,0.003336113427856446
01/12/1988,0.003325020781379972
